,User_ID,Activity_ID,No_of_attempts,Time_taken,Activity_score,Status,Act_Translanguage_Level
7,119,lab-wendy-shapes-1,3,305.81778503242646,1.2512601266245482,Pass,1.369808630766694
8,119,country-yasmin-videoclip-1,1,320.5531212005158,1.3611616756055835,Pass,1.3654851531861387
9,119,farm-poiki-video-1,4,307.903581075321,1.1485663803245223,Pass,1.2570257667553304
0,120,country-none-book-1,1,286.73847186394505,1.6005934538015651,Pass,1.3002967269007826
1,120,newbaby-poiki-hotspot-1,1,291.6508938646488,1.8072483905677623,Pass,1.5537725587342726
2,120,farm-poiki-book-1,3,289.75922138557837,1.8661261235872915,Pass,1.709949341160782
3,120,foods-poiki-hotspot-1,3,279.8670059475976,1.5705942126397752,Pass,1.6402717769002786
4,120,farm-poiki-simulation-1,4,274.09716684563426,1.7047531161288292,Pass,1.672512446514554
5,120,birthday-wendy-simulation-1,2,284.28835473756374,1.8044632026189769,Pass,1.7384878245667654
6,120,farm-kevin-hotspot-1,3,286.32239705847803,1.9055414985253532,Pass,1.8220146615460593
7,120,farm-poiki-identification-1,3,278.70002276855485,1.6311416872847448,Pass,1.726578174415402
8,120,farm-poiki-video-2,3,284.6616210638439,1.7770360759495454,Pass,1.7518071251824736
9,120,seanimals-yasmin-hotspot-1,1,288.38724168739844,1.5954643313107084,Pass,1.673635728246591
0,121,farm-poiki-videoclip-1,1,324.781662798627,1.4432175997551668,Pass,1.2216087998775835
1,121,lab-kevin-game-1,4,311.96550570077784,1.3844888026337876,Pass,1.3030488012556856
2,121,cooking-kevin-simulation-2,1,335.4835899530045,1.43975123156312,Pass,1.3714000164094027
3,121,country-none-book-1,2,322.095126567915,1.555803710885186,Pass,1.4636018636472943
4,121,yho-yasmin-tracing-1,1,332.1973739088588,0.9394249317581085,Pass,1.2015133977027013
5,121,who-wendy-book-1,1,331.8231070921453,1.1092026152320238,Pass,1.1553580064673625
6,121,lab-wendy-shapes-1,2,319.80300191443695,1.238753724318854,Pass,1.1970558653931083
7,121,shapes-poiki-sequence-1,1,326.41738511621435,1.3374085560064293,Pass,1.2672322106997687
8,121,farm-poiki-video-1,2,326.94462321362255,1.3077450122873626,Pass,1.2874886114935657
9,121,farm-poiki-video-2,3,324.4748952763483,1.2474683064022245,Pass,1.2674784589478951
0,122,feelings-memory-1,1,300.14697546569687,2.509021580187558,Pass,2.754510790093779
1,122,farm-wendy-simulation-2,2,296.71437969451324,2.4384713695937736,Pass,2.5964910798437764
2,122,yho-yasmin-tracing-1,2,293.8367135772898,2.901814638418459,Pass,2.749152859131118
3,122,farm-poiki-book-1,2,286.4908893389079,2.472080637589051,Pass,2.6106167483600844
4,122,who-wendy-book-2,2,295.5853293038696,2.779047087565303,Pass,2.6948319179626936
5,122,country-none-book-1,1,301.50972311739434,2.39787621950768,Pass,2.546354068735187
6,122,farm-poiki-video-1,3,286.1314531590328,2.339022628555858,Pass,2.4426883486455226
7,122,fruits-yasmin-flashcards-1,2,301.91520860964187,2.478116151488879,Pass,2.460402250067201
8,122,farm-poiki-video-2,1,313.77138679527724,2.119244186761597,Pass,2.2898232184143987
9,122,who-wendy-book-2,2,286.46556934411655,2.404603810572497,Pass,2.347213514493448
0,123,country-none-book-4,4,319.56147763980545,1.5310958496321576,Pass,1.7655479248160788
1,123,farm-poiki-video-1,2,316.1205805228108,1.4663001666765485,Pass,1.6159240457463135
2,123,lab-kevin-game-1,1,321.9088269907923,1.5688430048952084,Pass,1.592383525320761
3,123,country-none-book-1,2,312.122059698659,1.3547278667789584,Pass,1.4735556960498597
4,123,insects-roulette-1,2,314.4624877118221,1.519703216690592,Pass,1.4966294563702258
5,123,country-none-book-4,3,308.8962156741434,1.2012013772221495,Pass,1.3489154167961876
6,123,lab-wendy-shapes-1,3,315.801168796171,1.5659030554452986,Pass,1.4574092361207431
7,123,shapes-poiki-sequence-1,2,305.6479687817486,1.3040913947692312,Pass,1.3807503154449872
8,123,farm-poiki-video-1,3,307.40824961927314,1.6266633862114623,Pass,1.5037068508282248
9,123,farm-poiki-video-2,4,306.98433852756597,1.4914626611928874,Pass,1.4975847560105562
0,124,foods-poiki-hotspot-1,2,285.34627717617474,0.768834451212392,Pass,0.884417225606196
1,124,greetings-yasmin-video-1,3,271.82710619550414,1.131566417695662,Pass,1.007991821650929
2,124,farm-poiki-video-2,3,276.3216486469789,0.6495392154552221,Pass,0.8287655185530756
3,124,country-wendy-videoclip-1,3,287.0759491599284,0.72946023203127,Pass,0.7791128752921728
4,124,birthday-wendy-simulation-1,1,283.66841834546756,1.0620820441845993,Pass,0.920597459738386
5,124,seanimals-yasmin-hotspot-1,1,282.85467399247375,0.5834619821218958,Pass,0.752029720930141
6,124,newbaby-poiki-hotspot-1,2,278.47261813131774,0.7406524498849324,Pass,0.7463410854075367
7,124,farm-poiki-book-1,2,286.2116630877547,0.9111512474812141,Pass,0.8287461664443754
8,124,farm-poiki-simulation-1,4,275.2946334237582,0.9360137896216426,Pass,0.882379978033009
9,124,cooking-poiki-simulation-1,3,286.0376181040744,0.9970996994182667,Pass,0.9397398387256379
0,125,newbaby-poiki-hotspot-1,3,306.4624995117336,0.5123228784473182,Pass,0.7561614392236591
1,125,home-kevin-book-1,4,309.9543305153904,0.7772319805934151,Pass,0.7666967099085371
2,125,farm-poiki-book-1,2,320.6913110076578,0.6376492408329135,Pass,0.7021729753707253
3,125,foods-poiki-hotspot-1,2,318.397555849692,0.5135621729948372,Pass,0.6078675741827813
4,125,seanimals-yasmin-hotspot-1,4,309.22405341334434,0.10796034351442074,Pass,0.357913958848601
5,125,farm-poiki-simulation-1,1,322.3373092277368,0.5072326119894097,Pass,0.43257328541900536
6,125,farm-poiki-video-2,2,329.6086760139431,0.16862399825754965,Pass,0.3005986418382775
7,125,birthday-wendy-simulation-1,4,314.8573223358459,0.39363407016373,Pass,0.34711635600100377
8,125,mycountry-yasmin-coloring-1,3,321.07349080782376,0.40168528398342895,Pass,0.37440081999221636
9,125,cooking-poiki-simulation-1,2,317.01644027179805,-0.13596576801643695,Pass,0.1192175259878897
0,126,newbaby-poiki-hotspot-1,1,290.1106548732595,0.4220422082610692,Pass,0.7110211041305345
1,126,cooking-poiki-simulation-1,2,292.75184785594575,0.3915799896024183,Pass,0.5513005468664764
2,126,country-wendy-videoclip-1,2,290.1124411618195,0.5647388986194641,Pass,0.5580197227429703
3,126,foods-poiki-hotspot-1,2,287.50943475853586,0.1970808880721776,Pass,0.37755030540757395
4,126,seanimals-yasmin-hotspot-1,4,287.33174967025883,0.3400840352887768,Pass,0.3588171703481754
5,126,birthday-wendy-simulation-1,2,295.51871050626585,0.6212072952475187,Pass,0.49001223279784706
6,126,greetings-yasmin-video-1,3,297.3845584786198,0.5369493478498436,Pass,0.5134807903238453
7,126,farm-poiki-video-2,2,295.0537914856601,0.04382660251333148,Pass,0.2786536964185884
8,126,farm-poiki-book-1,2,294.5419690133324,0.46855812184885604,Pass,0.3736059091337222
9,126,farm-poiki-simulation-1,1,301.0838658102561,0.5843298472260683,Pass,0.4789678781798953
0,127,lab-wendy-shapes-1,3,321.45584454636634,0.40667810241115365,Pass,0.7033390512055768
1,127,lab-kevin-game-1,1,323.6924229538136,0.4012652930460098,Pass,0.5523021721257932
2,127,shapes-poiki-sequence-1,2,334.5456493358949,0.23981263807781023,Pass,0.39605740510180176
3,127,country-none-book-1,2,320.3950468950534,0.24882030095261776,Pass,0.32243885302720976
4,127,farm-poiki-video-1,1,326.60564334275324,0.18159806160651606,Pass,0.2520184573168629
5,127,farm-poiki-video-2,3,312.7059139137176,0.29704747614702703,Pass,0.27453296673194494
6,127,farm-poiki-video-1,1,330.62910781504735,0.4302746440575129,Pass,0.35240380539472893
7,127,country-none-book-4,4,311.8994142751273,0.21821470981555818,Pass,0.2853092576051436
8,127,country-none-book-4,1,324.7291991724894,0.5060303106574837,Pass,0.39566978413131365
9,127,insects-roulette-1,3,324.62025910305505,0.3719781239145249,Pass,0.38382395402291924
0,128,who-wendy-book-2,1,329.654837327918,2.1980834898713972,Pass,2.0990417449356986
1,128,mycountryanimals-yasmin-flashcards-1,1,336.6634170462882,2.228342356216257,Pass,2.163692050575978
2,128,veggies-yasmin-flashcards-1,2,332.36582934726874,2.127189465800802,Pass,2.14544075818839
3,128,alphabet-poiki-tracing-1,4,318.80433229308676,2.2428543991242647,Pass,2.1941475786563274
4,128,farm-poiki-video-2,2,318.93009659919005,2.3792634479740338,Pass,2.2867055133151806
5,128,farm-poiki-book-1,2,315.88727103852216,2.0932844667084254,Pass,2.1899949900118028
6,128,country-yasmin-videoclip-1,2,324.91521433008097,2.356480458654417,Pass,2.27323772433311
7,128,who-wendy-book-2,4,305.2739505193742,2.48910038624132,Pass,2.3811690552872147
8,128,farm-poiki-video-1,3,317.19203174666586,2.161413441551335,Pass,2.271291248419275
9,128,feelings-memory-1,1,331.5308285027516,2.389532087349944,Pass,2.3304116678846096
0,129,country-none-book-1,3,287.1337175389008,2.3835650763252194,Pass,2.6917825381626095
1,129,lab-kevin-game-1,1,292.2647143982098,2.230670606913567,Pass,2.461226572538088
2,129,shapes-poiki-sequence-1,3,286.63750042015033,2.995775270197446,Pass,2.728500921367767
3,129,lab-wendy-shapes-1,1,284.6021617596205,2.938248018860712,Pass,2.833374470114239
4,129,farm-poiki-video-1,2,287.38064787202916,2.78324980763687,Pass,2.8083121388755545
5,129,cooking-kevin-simulation-2,4,278.17001684766893,2.7573972431794047,Pass,2.7828546910274796
6,129,farm-poiki-video-2,3,282.51203375757143,2.6406962585308014,Pass,2.7117754747791407
7,129,yho-yasmin-tracing-1,2,279.5652236952861,2.8923991741920076,Pass,2.802087324485574
8,129,farm-poiki-video-1,3,282.3851020719906,2.4506100087831584,Pass,2.6263486666343665
9,129,farm-poiki-video-2,3,287.47626043172824,2.8909040371157486,Pass,2.7586263518750576
0,130,farm-wendy-simulation-2,2,279.01584586238954,3.6748355505640076,Pass,3.337417775282004
1,130,farm-poiki-simulation-1,2,277.16050362868134,3.344200083085389,Pass,3.340808929183696
2,130,farm-poiki-video-2,2,265.9148428931254,3.6887536132299044,Pass,3.5147812712068003
3,130,world-yasmin-hotspot-1,1,287.3346805177174,3.785347148449734,Pass,3.650064209828267
4,130,veggies-poiki-drawing-1,2,276.28711852264473,3.627943795948292,Pass,3.6390040028882797
5,130,farm-poiki-book-1,2,268.7763167058526,3.70961354997492,Pass,3.6743087764316
6,130,seanimals-yasmin-hotspot-1,2,272.92612037720653,3.61148087037387,Pass,3.642894823402735
7,130,country-yasmin-videoclip-1,1,268.5132727632556,3.6058301681794687,Pass,3.624362495791102
8,130,birthday-wendy-simulation-1,1,275.0575492172418,3.801561846974676,Pass,3.7129621713828893
9,130,newbaby-poiki-hotspot-1,2,271.7444811920837,3.467257077379128,Pass,3.5901096243810087
0,131,lab-wendy-shapes-1,2,359.27353353269666,2.1477696555680246,Pass,2.0738848277840125
1,131,clothes-roulette-1,1,356.805482386863,2.1948600223359755,Pass,2.1343724250599942
2,131,who-wendy-book-1,1,360.55079203623296,2.537940198984465,Pass,2.3361563120222297
3,131,beach-bingo-1,2,348.25065578510987,2.311478616390475,Pass,2.3238174642063525
4,131,colors-bingo-1,4,339.5747017217865,2.404488702398983,Pass,2.364153083302668
5,131,farm-poiki-video-1,2,351.37856001290265,2.3733364391896243,Pass,2.368744761246146
6,131,alphabet-kevin-tracing-1,4,353.4248491706091,2.17931479462328,Pass,2.2740297779347127
7,131,who-poiki-simulation-2,3,344.7026700536427,2.7449760076965064,Pass,2.5095028928156093
8,131,who-all-videoclip-1,2,354.0932733210445,2.361015975928404,Pass,2.4352594343720066
9,131,farm-poiki-video-2,1,354.82600449043,2.291157686405904,Pass,2.363208560388955
0,132,farm-poiki-identification-1,3,308.8426433720917,1.9106957446056758,Pass,1.455347872302838
1,132,farm-poiki-video-2,2,314.1856821067956,1.6018854147535508,Pass,1.5286166435281943
2,132,foods-poiki-hotspot-1,3,316.19515786430816,1.521776583940976,Pass,1.5251966137345851
3,132,seanimals-yasmin-hotspot-1,4,301.42542855751327,1.7023579919867962,Pass,1.6137773028606905
4,132,farm-poiki-simulation-1,2,316.3083923931722,1.3892424855081023,Pass,1.5015098941843963
5,132,farm-poiki-book-1,4,317.4493138977133,1.435839289865916,Pass,1.468674592025156
6,132,farm-kevin-hotspot-1,2,313.5647843563026,1.4749871329363256,Pass,1.4718308624807408
7,132,home-kevin-book-1,2,319.6173000442182,1.4362248822123407,Pass,1.4540278723465407
8,132,birthday-wendy-simulation-1,1,316.08660423161774,1.3249377524907144,Pass,1.3894828124186276
9,132,newbaby-poiki-hotspot-1,1,318.00600784568667,1.5861270135749832,Pass,1.4878049129968054
0,133,farm-poiki-simulation-1,1,264.1511387074495,1.780308930014758,Pass,1.8901544650073792
1,133,home-kevin-book-1,1,252.89677147844495,1.700869513486193,Pass,1.7955119892467861
2,133,foods-poiki-hotspot-1,1,247.45235476947542,1.9247645871743488,Pass,1.8601382882105675
3,133,country-wendy-videoclip-1,2,240.30355118829397,1.2630874831939456,Pass,1.5616128857022566
4,133,newbaby-poiki-hotspot-1,1,255.8727022412353,1.7740291751714459,Pass,1.6678210304368513
5,133,seanimals-yasmin-hotspot-1,2,242.8641080904128,1.7656842488740616,Pass,1.7167526396554564
6,133,farm-poiki-book-1,1,252.99810946918987,1.6755024927317312,Pass,1.696127566193594
7,133,cooking-poiki-simulation-1,1,254.75012502343128,1.8281977882296157,Pass,1.7621626772116048
8,133,farm-poiki-video-2,1,252.15415285835044,1.5056468046173257,Pass,1.6339047409144651
9,133,birthday-wendy-simulation-1,2,246.42781828904728,1.8063030451226136,Pass,1.7201038930185395
0,134,foods-memory-1,1,280.0836600811934,1.3938204771010088,Pass,1.6969102385505044
1,134,who-wendy-book-2,1,288.75931383837894,1.3857803757691447,Pass,1.5413453071598244
2,134,farm-poiki-video-1,2,273.38030982871425,1.4648237693918666,Pass,1.5030845382758455
3,134,cooking-kevin-simulation-2,2,269.01320627014974,1.293490506457756,Pass,1.3982875223668008
4,134,feelings-memory-1,2,256.9740500805635,1.4052124749415642,Pass,1.4017499986541826
5,134,farm-poiki-video-1,2,266.5295678037548,1.2445487560599402,Pass,1.3231493773570615
6,134,farm-poiki-book-1,1,273.1654433627856,1.330146825341345,Pass,1.3266481013492033
7,134,alphabet-kevin-tracing-1,1,275.2421578753441,1.3353599844486268,Pass,1.3310040428989152
8,134,who-wendy-book-2,2,271.16676879363206,1.5633282539457576,Pass,1.4471661484223364
9,134,farm-poiki-video-2,1,287.7156075179487,1.5003709431354237,Pass,1.47376854577888
0,135,farm-poiki-video-2,4,279.39657508330464,1.535382424374164,Pass,1.767691212187082
1,135,yho-yasmin-tracing-1,1,286.92206345383545,2.082209424446768,Pass,1.9249503183169252
2,135,country-none-book-1,1,287.58894814677757,1.5700517393417694,Pass,1.7475010288293473
3,135,farm-poiki-video-1,3,280.1389443169814,2.1388988076689444,Pass,1.943199918249146
4,135,lab-kevin-game-1,1,286.69506079093776,1.7930398163352956,Pass,1.8681198672922208
5,135,shapes-poiki-sequence-1,2,285.3582263964028,1.5187962422968981,Pass,1.6934580547945595
6,135,lab-wendy-shapes-1,3,290.1262011747521,1.5958661567327956,Pass,1.6446621057636777
7,135,cooking-kevin-simulation-2,1,283.1463505965031,1.9879144782670268,Pass,1.8162882920153522
8,135,farm-poiki-video-1,3,274.51878686055073,1.9107599470761398,Pass,1.8635241195457461
9,135,farm-poiki-video-2,4,273.0430571405625,1.4408164806223431,Pass,1.6521703000840446
0,136,who-wendy-book-2,4,313.1029510015688,1.4717648229107603,Pass,1.7358824114553801
1,136,farm-poiki-video-2,1,319.55409618273006,1.3562001133674917,Pass,1.546041262411436
2,136,yho-yasmin-tracing-1,1,318.8502200400357,1.5191564921795373,Pass,1.5325988772954866
3,136,fruits-yasmin-flashcards-1,2,319.16989378554723,1.1819159605594833,Pass,1.3572574189274849
4,136,country-none-book-1,4,306.3836184699104,1.3484528544757943,Pass,1.3528551367016397
5,136,feelings-memory-1,1,328.66611602968976,1.5086020815829775,Pass,1.4307286091423086
6,136,farm-poiki-video-1,3,320.5572095905491,1.493130545083158,Pass,1.4619295771127332
7,136,farm-wendy-simulation-2,3,318.41213353318454,1.2690842109018432,Pass,1.365506894007288
8,136,farm-poiki-book-1,3,306.94206597217214,1.5695014068992694,Pass,1.4675041504532786
9,136,who-wendy-book-2,2,312.72201444908546,1.2354017417861831,Pass,1.3514529461197309
0,137,farm-poiki-video-1,2,268.0236410134009,1.7372521612596026,Pass,1.8686260806298014
1,137,shapes-poiki-sequence-1,2,282.0109231110234,1.235847903380982,Pass,1.5522369920053918
2,137,country-none-book-1,1,282.42419307727977,1.4152628518995571,Pass,1.4837499219524743
3,137,lab-kevin-game-1,1,282.8087541654802,1.5539591915626514,Pass,1.5188545567575629
4,137,farm-poiki-video-2,1,286.58134592845954,1.6980840971714426,Pass,1.6084693269645027
5,137,farm-poiki-video-2,1,282.92274601890136,1.520561202129528,Pass,1.5645152645470155
6,137,lab-wendy-shapes-1,2,272.67464843521714,1.8528738416271204,Pass,1.708694553087068
7,137,cooking-kevin-simulation-2,1,281.98999725912364,1.0599860488158523,Pass,1.38434030095146
8,137,yho-yasmin-tracing-1,2,271.47274477962026,1.6519038829999442,Pass,1.5181220919757021
9,137,farm-poiki-video-1,2,276.0131865663662,1.6626665267401295,Pass,1.5903943093579158
0,138,newbaby-poiki-hotspot-1,1,268.2485539205642,1.5735024609146664,Pass,1.7867512304573332
1,138,farm-poiki-video-2,1,254.14384889850416,1.5202956584990377,Pass,1.6535234444781854
2,138,seanimals-yasmin-hotspot-1,1,244.84750245413557,1.5919738325615143,Pass,1.62274863851985
3,138,mycountry-yasmin-coloring-1,1,252.62817697279078,1.498402290421736,Pass,1.560575464470793
4,138,cooking-poiki-simulation-1,2,255.1971667899414,1.7918522569881379,Pass,1.6762138607294654
5,138,farm-kevin-book-1,2,239.17294885277332,1.991467586860472,Pass,1.8338407237949688
6,138,farm-poiki-book-1,1,251.1859272335295,1.5461581333122174,Pass,1.689999428553593
7,138,farm-kevin-book-1,1,249.8316222368776,1.669601047522202,Pass,1.6798002380378976
8,138,farm-poiki-simulation-1,1,251.1742021737191,1.67018937551981,Pass,1.6749948067788538
9,138,foods-poiki-hotspot-1,2,252.32190618685166,1.9030649206361914,Pass,1.7890298637075226
0,139,seanimals-yasmin-hotspot-1,2,302.4757725309983,3.1568610026270734,Pass,3.0784305013135365
1,139,veggies-poiki-drawing-1,1,309.80183290262937,3.245478294541605,Pass,3.1619543979275706
2,139,farm-poiki-book-1,2,297.2430339251168,3.29230706550268,Pass,3.227130731715125
3,139,farm-poiki-simulation-1,1,308.1260461888165,3.431453389522116,Pass,3.329292060618621
4,139,newbaby-poiki-hotspot-1,2,302.6231497625335,3.5026757436291946,Pass,3.415983902123908
5,139,farm-wendy-simulation-2,2,295.8981258299559,3.2853249029425853,Pass,3.3506544025332463
6,139,farm-poiki-video-2,1,313.4089839565879,3.384821932345366,Pass,3.367738167439306
7,139,home-kevin-book-1,1,313.7100860776606,3.096065711070109,Pass,3.2319019392547075
8,139,birthday-wendy-simulation-1,2,302.3369534086371,3.7302329927118576,Pass,3.4810674659832825
9,139,world-yasmin-hotspot-1,3,291.5986126455602,3.6096211853507643,Pass,3.545344325667023
0,140,birthday-wendy-simulation-1,3,345.42938683696235,3.383491182558795,Pass,3.1917455912793975
1,140,foods-poiki-hotspot-1,4,340.9409583414175,3.0915072764087794,Pass,3.1416264338440882
2,140,farm-poiki-identification-1,4,345.0270836051536,2.9830999770227833,Pass,3.062363205433436
3,140,farm-poiki-video-2,4,345.31415793246936,3.6168203373019705,Pass,3.3395917713677035
4,140,farm-kevin-hotspot-1,1,350.93474297310934,3.43261154620893,Pass,3.386101658788317
5,140,newbaby-poiki-hotspot-1,1,345.8123859835173,3.4983213890488933,Pass,3.442211523918605
6,140,seanimals-yasmin-hotspot-1,3,341.67115638016764,3.3736318263117036,Pass,3.407921675115154
7,140,farm-poiki-simulation-1,2,346.7963338936991,3.1008278712555395,Pass,3.2543747731853467
8,140,country-none-book-1,2,343.30941872566854,3.0976277621394686,Pass,3.1760012676624076
9,140,farm-poiki-book-1,3,351.15437657485626,3.2419932455130693,Pass,3.2089972565877387
0,141,country-none-book-1,2,291.0170843769322,1.535317099671968,Pass,1.767658549835984
1,141,cooking-kevin-simulation-2,1,303.0988996817074,1.5063958974089013,Pass,1.6370272236224426
2,141,farm-poiki-video-1,4,295.20974413889303,1.1631100209520233,Pass,1.400068622287233
3,141,farm-poiki-video-2,2,290.7424808395268,1.3442288940335598,Pass,1.3721487581603964
4,141,yho-yasmin-tracing-1,4,278.30915975929736,1.6445437971823722,Pass,1.5083462776713843
5,141,shapes-poiki-sequence-1,3,295.3910383329835,1.4917383019824229,Pass,1.5000422898269035
6,141,farm-poiki-video-2,2,293.1816483751532,1.4156311565581088,Pass,1.4578367231925062
7,141,farm-poiki-video-1,2,293.7309233292506,1.3833775997526683,Pass,1.4206071614725873
8,141,lab-kevin-game-1,2,289.4657009912472,1.2193204479626893,Pass,1.3199638047176383
9,141,lab-wendy-shapes-1,4,279.0987620976529,1.500610693707586,Pass,1.4102872492126122
0,142,newbaby-poiki-hotspot-1,2,272.37408400074014,2.261111902816831,Pass,2.1305559514084154
1,142,farm-poiki-book-1,3,259.6566322574815,2.348690015195844,Pass,2.2396229833021297
2,142,farm-poiki-video-2,1,282.9794323207201,2.6253439095971802,Pass,2.432483446449655
3,142,farm-kevin-hotspot-1,2,281.5510595203667,2.1624272472598944,Pass,2.2974553468547745
4,142,foods-poiki-hotspot-1,2,266.32749864207585,2.630805673285052,Pass,2.4641305100699133
5,142,home-kevin-book-1,2,271.7074501984383,2.534528058939063,Pass,2.499329284504488
6,142,farm-poiki-simulation-1,3,266.8234309796432,2.2632014317820452,Pass,2.3812653581432666
7,142,seanimals-yasmin-hotspot-1,3,275.0630870586206,2.331865927062925,Pass,2.356565642603096
8,142,birthday-wendy-simulation-1,1,280.50665229429603,2.5400389167075255,Pass,2.4483022796553104
9,142,farm-poiki-identification-1,1,283.0600892639534,2.4825773087493475,Pass,2.4654397942023287
0,143,yho-yasmin-tracing-1,4,274.4695009467524,1.527574152728701,Pass,1.7637870763643506
1,143,who-wendy-demovideo-1,3,285.98574158851216,1.8289135438306026,Pass,1.7963503100974765
2,143,desertanimals-memory-1,3,298.8474630536588,1.4255097924546658,Pass,1.6109300512760711
3,143,who-wendy-book-2,1,300.3704025185164,1.630810718421742,Pass,1.6208703848489066
4,143,fruits-yasmin-flashcards-1,2,287.8687605597076,1.60472605779758,Pass,1.6127982213232432
5,143,who-wendy-book-2,3,283.9740514094072,1.3283418895035557,Pass,1.4705700554133996
6,143,farm-poiki-video-1,1,300.377481799849,1.641092070951784,Pass,1.5558310631825918
7,143,farm-wendy-simulation-2,2,296.95262492134475,1.3537726914082833,Pass,1.4548018772954374
8,143,feelings-memory-1,2,296.34084937301054,1.461908133197578,Pass,1.4583550052465077
9,143,farm-poiki-book-1,2,300.22237410154713,1.419572430949854,Pass,1.438963718098181
0,144,farm-poiki-book-1,4,305.4438953356209,2.4431773619738744,Pass,2.721588680986937
1,144,farm-poiki-video-1,2,320.0586791801687,1.9283504063177959,Pass,2.3249695436523665
2,144,who-wendy-book-2,1,331.31151870094095,2.6106286500257188,Pass,2.467799096839043
3,144,foods-memory-1,3,321.0151626213676,2.2981043806240353,Pass,2.3829517387315393
4,144,farm-poiki-video-2,2,314.947767652643,2.3694298532979436,Pass,2.3761907960147415
5,144,feelings-memory-1,2,325.778801099198,2.3772523836634045,Pass,2.376721589839073
6,144,cooking-kevin-simulation-2,2,316.74030895164503,2.0396370622431044,Pass,2.2081793260410887
7,144,who-wendy-book-2,2,316.95668969715587,2.191505828538547,Pass,2.199842577289818
8,144,country-none-book-1,3,319.0114039260771,2.3293503961672704,Pass,2.264596486728544
9,144,alphabet-kevin-tracing-1,4,309.2144909554573,2.2572036486191145,Pass,2.2609000676738296
0,145,seanimals-yasmin-hotspot-1,3,285.66528352646714,1.6197345807299128,Pass,1.3098672903649564
1,145,foods-poiki-hotspot-1,4,282.3285709663383,1.9254523883402372,Pass,1.617659839352597
2,145,newbaby-poiki-hotspot-1,4,274.5732156656719,1.835539774705348,Pass,1.7265998070289723
3,145,cooking-poiki-simulation-1,4,281.56542387540344,1.7137299086554694,Pass,1.7201648578422208
4,145,farm-poiki-video-2,3,280.3688791329087,1.9327709284316525,Pass,1.8264678931369367
5,145,birthday-wendy-simulation-1,3,274.7929176823647,1.659169815282291,Pass,1.742818854209614
6,145,greetings-yasmin-video-1,3,285.0024136359796,1.5776187749549688,Pass,1.6602188145822914
7,145,country-wendy-videoclip-1,1,289.43905396918495,1.750503956968558,Pass,1.7053613857754248
8,145,farm-poiki-simulation-1,4,279.3685834789077,1.479893954850149,Pass,1.5926276703127868
9,145,farm-poiki-book-1,3,282.6716873314528,1.389347393575521,Pass,1.490987531944154
0,146,farm-poiki-video-1,1,292.3816900995965,1.7123230752302243,Pass,1.3561615376151122
1,146,farm-poiki-video-1,3,274.038548533245,1.8595821504678594,Pass,1.6078718440414859
2,146,beach-bingo-1,2,288.75503484738454,1.6205007837820753,Pass,1.6141863139117807
3,146,lab-wendy-shapes-1,1,289.7002043495879,1.6160569117148742,Pass,1.6151216128133274
4,146,shopping-roulette-1,2,287.21912045275656,1.7048268309748154,Pass,1.6599742218940714
5,146,who-wendy-colors-1,3,281.4625462421717,1.693140970535582,Pass,1.6765575962148267
6,146,farm-poiki-video-2,3,283.56458023600806,1.6109408922710462,Pass,1.6437492442429364
7,146,lab-wendy-book-1,3,279.7732884340572,1.9688105249503038,Pass,1.8062798845966201
8,146,farm-poiki-video-2,3,280.9716318570316,1.6883050698131314,Pass,1.747292477204876
9,146,who-wendy-book-1,4,278.4765915367409,1.8787584725008173,Pass,1.8130254748528465
0,147,country-wendy-videoclip-1,1,265.7364740367462,0.7778548154450905,Pass,0.8889274077225453
1,147,country-yasmin-videoclip-1,1,280.3107244198158,1.10318385382094,Pass,0.9960556307717426
2,147,farm-poiki-video-1,1,273.05941722541525,0.7281522247545582,Pass,0.8621039277631504
3,147,farm-poiki-video-1,2,261.5344530952324,0.6643953415150105,Pass,0.7632496346390805
4,147,lab-kevin-game-1,1,270.730695109232,0.5915020024882691,Pass,0.6773758185636748
5,147,country-wendy-videoclip-1,4,255.9103190122824,0.4639163450680673,Pass,0.5706460818158711
6,147,farm-poiki-video-2,3,251.34102651687033,0.8081450200870073,Pass,0.6893955509514391
7,147,lab-wendy-shapes-1,1,267.1512884382703,0.5564514836592765,Pass,0.6229235173053578
8,147,shapes-poiki-sequence-1,1,271.109684574792,0.7294697603769491,Pass,0.6761966388411534
9,147,farm-poiki-video-2,1,269.6844408473244,0.907344604217589,Pass,0.7917706215293712
0,148,farm-poiki-video-2,3,338.6765268222134,1.6869931904341473,Pass,1.8434965952170737
1,148,lab-wendy-shapes-1,2,347.2601062924773,2.2136268236822385,Pass,2.028561709449656
2,148,who-wendy-book-1,4,349.41900187907027,2.3869526338363807,Pass,2.2077571716430184
3,148,who-all-videoclip-1,2,340.00511155728043,2.1253045372302113,Pass,2.1665308544366146
4,148,foodsl-roulette-1,1,347.280041800975,2.3301306328339884,Pass,2.2483307436353015
5,148,farm-poiki-video-1,2,344.51330318746926,2.2575926833648237,Pass,2.2529617135000626
6,148,farm-poiki-video-1,4,344.9617877636183,1.877597352523991,Pass,2.065279533012027
7,148,alphabet-kevin-tracing-1,3,339.2324018918839,2.1767954546088264,Pass,2.1210374938104266
8,148,beach-bingo-1,3,339.05971306835403,2.3875829560423076,Pass,2.254310224926367
